budget,genres,homepage,id,keywords,original_language,overview,popularity,revenue,runtime,tagline,title,vote_average,vote_count,movie_id,cast,director,year,imdb_id,poster_path,num_critic_for_reviews,num_user_for_reviews,imdb_score,movie_facebook_likes
0,['Documentary'],http://www.51birchstreet.com/index.php,79161,[],en,"Documentary filmmaker Doug Block had every reason to believe his parents' 54-year marriage was a good one. But when his mother dies unexpectedly and his father swiftly marries his former secretary, he discovers two parents who are far more complex and troubled than he ever imagined. 51 Birch Street is a riveting personal documentary that explores a universal human question: how much about your parents do you really want to know?",0.049921,0,90,Do you really want to know your parents?,51 Birch Street,6.8,6,79161,"['Carol Block', 'Doug Block', 'Ellen Block']",['Doug Block'],2006,tt0468442,posters/poster_79161.jpg,45,16,7.5,70
32000000,"['Drama', 'Thriller', 'Crime']",0,59,"['robbery', 'double life', 'dual identity', 'small town', 'indiana', 'distrust', 'fight', 'self-defense', 'marriage', 'family relationships', 'mistaken identity', 'diner', 'lawyer', 'mobster', 'violence', 'attempted robbery']",en,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,34.628738,60740827,96,Tom Stall had the perfect life... until he became a hero.,A History Of Violence,6.9,832,59,"['Viggo Mortensen', 'Maria Bello', 'Heidi Hayes', 'Ashton Holmes', 'William Hurt']",['David Cronenberg'],2005,tt0399146,posters/poster_59.jpg,441,1125,7.5,0
0,"['Drama', 'Crime', 'Thriller']",0,10223,"['brother brother relationship', 'money delivery', 'airplane', 'greed', 'friendship', 'suspense', 'financial transactions']",en,"Captivated by the lure of sudden wealth, the quiet rural lives of two brothers erupt into conflicts of greed, paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. Their simple plan to retain the money while avoiding detection opens a Pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences",10.178917,0,121,Sometimes good people do evil things.,A Simple Plan,6.9,187,10223,"['Bill Paxton', 'Bridget Fonda', 'Billy Bob Thornton', 'Brent Briscoe', 'Chelcie Ross']",['Sam Raimi'],1998,tt0120324,posters/poster_10223.jpg,125,416,7.5,0
8000000,['Drama'],http://www.akeelahandthebee.com/splash.html,13751,"['black people', 'spelling', 'spelling bee']",en,"Eleven year-old Akeelah Anderson's life is not easy: her father is dead, her mom ignores her, her brother runs with the local gangbangers. She's smart, but her environment threatens to strangle her aspirations. Responding to a threat by her school's principal, Akeelah participates in a spelling bee to avoid detention for her many absences. Much to her surprise and embarrassment, she wins. Her principal asks her to seek coaching from an English professor named Dr. Larabee for the more prestigious regional bee. As the possibility of making it all the way to the Scripps National Spelling Bee looms, Akeelah could provide her community with someone to rally around and be proud of -- but only if she can overcome her insecurities and her distracting home life. She also must get past Dr. Larabee's demons, and a field of more experienced and privileged fellow spellers.",4.932893,18948425,112,Changing the world... one word at a time.,Akeelah And The Bee,6.7,81,13751,"['Keke Palmer', 'Laurence Fishburne', 'Angela Bassett', 'Curtis Armstrong', 'J.R. Villarreal']",['Doug Atchison'],2006,tt0437800,posters/poster_13751.jpg,95,172,7.5,0
777000,"['Comedy', 'Drama']",0,838,"['farewell', 'rock and roll', 'robbery', 'love at first sight', 'car race', 'radio station', 'car breakdown', 'vandalism', 'radio', 'radio presenter', 'airplane', 'car', 'child']",en,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,19.326115,140000000,110,Where were you in '62?,American Graffiti,6.9,324,838,"['Richard Dreyfuss', 'Ron Howard', 'Paul Le Mat', 'Charles Martin Smith', 'Cindy Williams']",['George Lucas'],1973,tt0069704,posters/poster_838.jpg,100,238,7.5,0
0,"['Comedy', 'Drama']",http://www.newline.com/properties/americansplendor.html,2771,"['biography', 'independent film', 'v.a. hospital', 'junk sale', 'jellybean', 'greeting card', 'file clerk', 'garage sale', 'comic book art', 'neurotic', 'woman director']",en,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,7.792851,6003587,101,Ordinary life is pretty complex stuff,American Splendor,7.1,120,2771,"['Paul Giamatti', 'Hope Davis', 'Judah Friedlander', 'James Urbaniak', 'Harvey Pekar']","['Shari Springer Berman', 'Robert Pulcini']",2003,tt0305206,posters/poster_2771.jpg,180,226,7.5,0
1000000,['Documentary'],http://www.climatecrisis.net/,1781,"['climate change', 'greenhouse effect', 'climate', 'earth', 'global warming', 'politics', 'truth', 'crisis', 'nature', 'environment', 'science', 'audience']",en,A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide.,14.139004000000002,46243000,100,By far the most terrifying film you will ever see.,An Inconvenient Truth,6.7,251,1781,"['Al Gore', 'Billy West', 'Ronald Reagan', 'George W. Bush', 'George H. W. Bush']",['Davis Guggenheim'],2006,tt0497116,posters/poster_1781.jpg,372,504,7.5,0
25000000,['Drama'],http://augustrushmovie.warnerbros.com/,5123,"['date', 'loss of son', 'love at first sight', 'child labour', 'guitar', 'loss of child', 'lover (female)', ""love of one's life"", 'harmonica', 'lie', 'choir', 'church choir', 'rock star', 'cello', 'forbidden love', 'music lover', 'organ', 'kiss', 'affection', 'music', 'concert', 'tenderness', 'motherly love', ""children's home"", 'death of a child', 'orphanage', 'secret love', 'crush', 'children', 'falling in love', 'relationship', 'woman director', 'piano']",en,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",29.533437,66122026,114,An incredible journey moving at the speed of sound,August Rush,7.1,797,5123,"['Freddie Highmore', 'Keri Russell', 'Jonathan Rhys Meyers', 'Terrence Howard', 'Robin Williams']",['Kirsten Sheridan'],2007,tt0426931,posters/poster_5123.jpg,148,364,7.5,18000
280000000,"['Action', 'Adventure', 'Science Fiction']",http://marvel.com/movies/movie/193/avengers_age_of_ultron,99861,"['marvel comic', 'sequel', 'superhero', 'based on comic book', 'vision', 'superhero team', 'duringcreditsstinger', 'marvel cinematic universe', '3d']",en,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",134.27922900000002,1405403694,141,A New Age Has Come.,Avengers: Age Of Ultron,7.3,6767,99861,"['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo', 'Chris Evans', 'Scarlett Johansson']",['Joss Whedon'],2015,tt2395427,posters/poster_99861.jpg,635,1117,7.5,118000
25000000,['Drama'],0,1164,"['terror', 'loss of mother', 'gun', 'morocco', 'deaf-mute', 'san diego', 'ecstasy', 'illegal immigration', 'first time', 'nanny', 'daughter', 'bullet wound', 'ensemble cast']",en,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",25.785925,135330182,143,If You Want to be Understood...Listen,Babel,6.9,1055,1164,"['Brad Pitt', 'Cate Blanchett', 'Gael García Bernal', 'Rinko Kikuchi', 'Adriana Barraza']",['Alejandro González Iñárritu'],2006,tt0449467,posters/poster_1164.jpg,285,908,7.5,0
15000000,"['Fantasy', 'Comedy']",0,4011,"['minister', 'giant snake', 'skeleton', 'calypso', 'arts', 'afterlife', 'child bride', 'possession', 'surrealism', 'teenage girl', 'ghost']",en,"Thanks to an untimely demise via drowning, a young couple end up as poltergeists in their New England farmhouse, where they fail to meet the challenge of scaring away the insufferable new owners, who want to make drastic changes. In desperation, the undead newlyweds turn to an expert frightmeister, but he's got a diabolical agenda of his own.",58.553213,73326666,92,He's guaranteed to put some life in your afterlife.,Beetlejuice,7.1,1444,4011,"['Geena Davis', 'Alec Baldwin', 'Winona Ryder', 'Michael Keaton', ""Catherine O'Hara""]",['Tim Burton'],1988,tt0094721,posters/poster_4011.jpg,109,306,7.5,15000
0,['Comedy'],0,13785,"['illinois', 'pet shop', 'poodle', 'independent film', 'mockumentary', 'terrier', 'kimono']",en,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.",10.982255,0,90,Some pets deserve a little more respect than others.,Best In Show,6.7,166,13785,"['Jay Brazeau', 'Parker Posey', 'Michael Hitchcock', ""Catherine O'Hara"", 'Eugene Levy']",['Christopher Guest'],2000,tt0218839,posters/poster_13785.jpg,119,340,7.5,0
0,['Drama'],0,45958,"['immigrant', 'illegal immigrant', 'chinese', 'single father']",es,"This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever.",13.930763,25147786,148,"You don't choose your family. We all belong to somebody, but to belong to Uxbal and Marambra, is both a blessing and a curse.",Biutiful,7.0,291,45958,"['Javier Bardem', 'Maricel Álvarez', 'Hanaa Bouchaib', 'Guillermo Estrella', 'Eduard Fernández']",['Alejandro González Iñárritu'],2010,tt1164999,posters/poster_45958.jpg,288,127,7.5,29000
11000000,"['Drama', 'Romance']",http://www.foxsearchlight.com/brooklyn/,167073,"['love triangle', 'based on novel', 'homesickness', 'vororte', 'ship', 'community', 'marriage', 'working class', 'boarding house', 'ireland', 'brooklyn new york city', 'journey', 'dual life', 'irish immigrant', '1950s']",en,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",39.337949,62076141,111,"Two countries, two loves, one heart",Brooklyn,7.2,1213,167073,"['Saoirse Ronan', 'Domhnall Gleeson', 'Emory Cohen', 'Jim Broadbent', 'Julie Walters']",['John Crowley'],2015,tt2381111,posters/poster_167073.jpg,351,212,7.5,36000
1500000,"['Romance', 'Comedy', 'Crime', 'Drama']",0,9464,"['prison', 'gambling', 'compulsive gambling']",en,"Billy is released after five years in prison. In the next moment, he kidnaps teenage student Layla and visits his parents with her, pretending she is his girlfriend and they will soon marry.",10.009994,2375097,110,Billy Brown just got out of jail. Now he's going to serve some real time. He's going home.,Buffalo '66,7.1,166,9464,"['Vincent Gallo', 'Christina Ricci', 'Ben Gazzara', 'Mickey Rourke', 'Rosanna Arquette']",['Vincent Gallo'],1998,tt0118789,posters/poster_9464.jpg,106,318,7.5,0
0,"['Action', 'Comedy', 'Thriller']",0,11382,"['lover (female)', 'talent', 'mafia boss', 'author']",en,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.",7.829295,0,98,0,Bullets Over Broadway,7.0,130,11382,"['John Cusack', 'Dianne Wiest', 'Jennifer Tilly', 'Chazz Palminteri', 'Mary-Louise Parker']",['Woody Allen'],1994,tt0109348,posters/poster_11382.jpg,67,86,7.5,979
225000,"['Foreign', 'Documentary']",http://detroitfirefilm.org/,139948,"['michigan', 'crisis', 'fire fighting', 'detroit', 'woman director']",en,"A character-driven, action-packed documentary about Detroit, told through the eyes of the Detroit firefighters, the men and women charged with the thankless task of saving a city that many have written off as dead.",0.126676,111300,86,One Year on the Front Lines of the Battle to Save Detroit,Burn,6.9,6,139948,"['Donald Austin', 'Brendan ""Doogie"" Milewski', 'Dave Parnell']","['Tom Putnam', 'Brenna Sanchez']",2012,tt1781784,posters/poster_139948.jpg,22,6,7.5,801
0,['Documentary'],0,287815,[],en,"Call + Response is a first of its kind feature documentary film that reveals the world’s 27 million dirtiest secrets: there are more slaves today than ever before in human history. Call + Response goes deep undercover where slavery is thriving from the child brothels of Cambodia to the slave brick kilns of rural India to reveal that in 2007, Slave Traders made more money than Google, Nike and Starbucks combined. Luminaries on the issue and many other prominent political and cultural figures offer first hand account of this 21st century trade. Performances from Grammy-winning and critically acclaimed artists move this chilling information into inspiration for stopping it. Music is part of the movement against human slavery. Dr. Cornel West connects the music of the American slave fields to the popular music we listen to today, and offers this connection as a rallying cry for the modern abolitionist movement currently brewing.",0.062089,0,86,A FILM ABOUT THE WORLD'S 27 MILLION MOST TERRIFYING SECRETS.,Call + Response,8.0,1,287815,[],['Justin Dillon'],2008,tt1301130,posters/poster_287815.jpg,7,2,7.5,26
